Loop 	Time(sec) 	Checksum
 s317	   123.967	0.000000
 s319	    25.907	43.803417
s3110	     2.007	514.000000
s13110	     2.005	514.000000
s3111	     3.172	10.950721
s3112	     6.382	1.644725
s3113	     7.891	2.000000
 s321	     9.166	32000.000000
 s322	     5.990	32000.000000
 s323	     6.379	146472.437500
 s331	     1.623	32000.000000
 s341	     4.097	10.950721
 s342	     4.595	10.950721
 s343	     0.945	1567.932129
 s351	    56.106	25606707200.000000
s1351	    39.619	32008.869141
 s352	    36.796	1.644725
 s353	     7.729	3200838400.000000
 s421	    15.647	32009.023438
s1421	    14.258	16000.000000
 s422	    28.535	257.660736
