Loop 	Time(sec) 	Checksum
 s173	    18.662	32001.626953
 s174	    18.632	32001.626953
 s175	     6.388	32009.023438
 s176	     4.969	32063.902344
 s211	    10.958	63983.308594
 s212	     9.244	132018.859375
s1213	     7.722	132016.171875
 s221	     5.463	1543684096.000000
s1221	     3.383	630439296.000000
 s222	     7.591	32000.000000
 s231	     8.645	119107.445312
 s232	     3.727	65536.000000
s1232	     5.441	33956.261719
 s233	    18.740	504920.187500
s2233	    13.541	337652.718750
 s235	    18.723	160024.046875
 s241	    21.946	64000.000000
 s242	     3.527	1535966208.000000
 s243	    17.001	810659.437500
 s244	    15.210	70110.828125
s1244	    13.848	108527.601562
s2244	     7.652	70110.859375
 s251	    21.088	32004.367188
s1251	    35.043	400005.843750
s2251	     9.723	2.635389
s3251	    11.907	12.595580
 s252	     4.750	63999.000000
 s253	    11.330	3200845824.000000
 s254	    15.645	32000.000000
 s255	     4.615	31953.501953
