Loop 	Time(sec) 	Checksum
 s423	    14.498	2.736748
 s424	    15.089	822.364014
 s431	    37.562	1674287.625000
 s441	     7.741	196500.265625
 s451	     3.305	32007.896484
 s452	    17.849	32511.939453
 s453	    14.102	21.901442
 s471	     5.358	64004.925781
 s481	     6.197	196500.265625
 s491	     5.506	32001.640625
s4112	     4.732	1127128.875000
s4113	     5.346	32001.640625
s4114	     9.226	32000.000000
s4115	     6.349	1.038636
s4116	     5.150	0.753265
s4117	     5.341	32002.205078
s4121	     7.454	196500.265625
   va	    22.288	1.644725
  vag	     6.479	1.644725
  vas	     6.302	1.644725
  vif	     3.765	1.644725
  vpv	    34.346	1642244.625000
  vtv	    34.040	32000.000000
vpvtv	    18.485	689788.562500
vpvts	     3.587	175234766340096.000000
vpvpv	    18.488	1.644725
vtvtv	    18.463	32000.000000
vsumr	    63.398	10.950721
vdotr	    63.456	1.644725
 vbor	     3.058	31924.046875
