Loop 	Time(sec) 	Checksum
 s000	     5.064	512066944.000000
 s111	     4.366	32000.410156
s1111	    13.455	16005.822266
 s112	    10.915	84644.898438
s1112	     8.259	32001.640625
 s113	    10.298	32000.640625
s1113	     5.069	32001.640625
 s114	     5.786	919.869873
 s115	    28.358	31745.953125
s1115	     8.053	0.065485
 s116	    62.426	32000.000000
 s118	     6.162	84488.515625
 s119	     9.211	86343.289062
s1119	     9.164	119107.445312
 s121	    11.551	32009.023438
 s122	     6.350	196490.187500
 s123	     5.545	32003.283203
 s124	     6.551	32001.640625
 s125	     5.586	131072.000000
 s126	     1.075	66949.914062
 s127	     9.586	32003.283203
 s128	     8.906	80000.000000
 s131	    18.741	32009.023438
 s132	    16.742	65538.562500
 s141	     6.516	32454472.000000
 s151	    30.537	32009.023438
 s152	    11.562	152207.562500
 s162	     4.966	32009.023438
 s171	     4.812	196500.265625
 s172	     6.516	196500.265625
