Loop 	Time(sec) 	Checksum
 s256	     1.158	130176.000000
 s257	     1.178	163072.000000
 s258	     0.097	14.652780
 s261	     9.686	261013.984375
 s271	    24.742	689788.562500
 s272	     1.795	64000.000000
 s273	    12.201	99055.859375
 s274	    12.333	3201031680.000000
 s275	     1.269	65536.000000
s2275	    12.534	65536.000000
 s276	    23.735	689788.562500
s1279	     1.618	689810.437500
s2710	     7.528	96003.281250
s2711	    26.982	689788.562500
s2712	    30.356	289747.562500
 s281	     6.974	32000.000000
s1281	    40.938	inf
 s291	     8.265	32000.000000
 s292	     5.515	31953.501953
 s293	     5.111	32000.000000
s2101	     0.839	1704092.000000
s2102	     6.628	256.000000
s2111	    18.210	34544940.000000
 s311	    63.467	10.950721
s31111	     9.298	10.950721
 s312	    63.451	1.030518
 s313	    31.776	1.644725
 s314	     8.103	1.000000
 s315	     1.874	54857.000000
 s316	    14.345	0.000031
