Loop 	Time(sec) 	Checksum
 s317	   123.815	0.000000
 s319	    26.043	43.803417
s3110	     1.946	514.000000
s13110	     1.941	514.000000
s3111	     3.175	10.950721
s3112	     6.382	1.644725
s3113	     7.871	2.000000
 s321	     9.167	32000.000000
 s322	     5.992	32000.000000
 s323	     6.376	146472.437500
 s331	     1.630	32000.000000
 s341	     4.102	10.950721
 s342	     4.607	10.950721
 s343	     0.765	1567.932129
 s351	    55.771	25606707200.000000
s1351	    39.672	32008.869141
 s352	    38.397	1.644725
 s353	     7.860	3200838400.000000
 s421	    15.647	32009.023438
s1421	    14.231	16000.000000
 s422	    28.575	257.660736
