Loop 	Time(sec) 	Checksum
 s000	     5.069	512066944.000000
 s111	     4.310	32000.410156
s1111	    14.296	16005.822266
 s112	    10.881	84644.898438
s1112	     8.217	32001.640625
 s113	    10.206	32000.640625
s1113	     5.046	32001.640625
 s114	     5.775	919.869873
 s115	    28.456	31745.953125
s1115	     7.965	0.065485
 s116	    64.897	32000.000000
 s118	     5.659	84488.515625
 s119	     9.198	86343.289062
s1119	     9.234	119107.445312
 s121	    11.546	32009.023438
 s122	     6.362	196490.187500
 s123	     5.561	32003.283203
 s124	     6.546	32001.640625
 s125	     5.591	131072.000000
 s126	     1.113	66949.914062
 s127	     9.595	32003.283203
 s128	     8.964	80000.000000
 s131	    18.720	32009.023438
 s132	    16.794	65538.562500
 s141	     6.265	32454472.000000
 s151	    30.498	32009.023438
 s152	    11.596	152207.562500
 s162	     4.965	32009.023438
 s171	     4.808	196500.265625
 s172	     6.512	196500.265625
