Loop 	Time(sec) 	Checksum
 s423	    14.306	2.736748
 s424	    14.934	822.364014
 s431	    37.310	1674287.625000
 s441	     7.715	196500.265625
 s451	     3.364	32007.896484
 s452	    17.748	32511.939453
 s453	    14.082	21.901442
 s471	     5.343	64004.925781
 s481	     6.172	196500.265625
 s491	     5.486	32001.640625
s4112	     4.687	1127128.875000
s4113	     5.303	32001.640625
s4114	     9.125	32000.000000
s4115	     6.344	1.038636
s4116	     5.081	0.753265
s4117	     5.310	32002.205078
s4121	     7.389	196500.265625
   va	    21.707	1.644725
  vag	     6.326	1.644725
  vas	     6.153	1.644725
  vif	     3.735	1.644725
  vpv	    33.796	1642244.625000
  vtv	    33.813	32000.000000
vpvtv	    18.419	689788.562500
vpvts	     3.559	175234766340096.000000
vpvpv	    18.415	1.644725
vtvtv	    18.411	32000.000000
vsumr	    63.423	10.950721
vdotr	    63.442	1.644725
 vbor	     3.044	31924.046875
