Loop 	Time(sec) 	Checksum
 s000	     5.073	512066944.000000
 s111	     4.319	32000.410156
s1111	    13.319	16005.822266
 s112	    10.905	84644.898438
s1112	     8.234	32001.640625
 s113	    10.238	32000.640625
s1113	     5.092	32001.640625
 s114	     5.707	919.869873
 s115	    28.293	31745.953125
s1115	     8.905	0.065485
 s116	    60.848	32000.000000
 s118	     5.986	84488.515625
 s119	     9.198	86343.289062
s1119	     9.144	119107.445312
 s121	    11.570	32009.023438
 s122	     6.361	196490.187500
 s123	     5.550	32003.283203
 s124	     6.551	32001.640625
 s125	     5.585	131072.000000
 s126	     1.166	66949.914062
 s127	     9.588	32003.283203
 s128	     8.876	80000.000000
 s131	    18.715	32009.023438
 s132	    16.724	65538.562500
 s141	     6.497	32454472.000000
 s151	    30.508	32009.023438
 s152	    11.631	152207.562500
 s162	     4.970	32009.023438
 s171	     4.766	196500.265625
 s172	     6.521	196500.265625
