Loop 	Time(sec) 	Checksum
 s317	   124.051	0.000000
 s319	    25.748	43.803417
s3110	     1.942	514.000000
s13110	     1.946	514.000000
s3111	     3.174	10.950721
s3112	     6.399	1.644725
s3113	     7.938	2.000000
 s321	     9.165	32000.000000
 s322	     5.995	32000.000000
 s323	     6.379	146472.437500
 s331	     1.647	32000.000000
 s341	     4.111	10.950721
 s342	     4.582	10.950721
 s343	     0.842	1567.932129
 s351	    54.550	25606707200.000000
s1351	    39.707	32008.869141
 s352	    36.712	1.644725
 s353	     7.483	3200838400.000000
 s421	    15.696	32009.023438
s1421	    14.253	16000.000000
 s422	    28.585	257.660736
