Loop 	Time(sec) 	Checksum
 s256	     1.170	130176.000000
 s257	     1.177	163072.000000
 s258	     0.097	14.652780
 s261	     9.034	261013.984375
 s271	    24.744	689788.562500
 s272	     1.795	64000.000000
 s273	    12.061	99055.859375
 s274	    12.264	3201031680.000000
 s275	     1.256	65536.000000
s2275	    12.539	65536.000000
 s276	    22.497	689788.562500
s1279	     1.620	689810.437500
s2710	     7.483	96003.281250
s2711	    26.923	689788.562500
s2712	    29.776	289747.562500
 s281	     6.588	32000.000000
s1281	    40.751	inf
 s291	     8.240	32000.000000
 s292	     5.506	31953.501953
 s293	     5.109	32000.000000
s2101	     0.822	1704092.000000
s2102	     6.072	256.000000
s2111	    18.222	34544940.000000
 s311	    63.450	10.950721
s31111	     9.204	10.950721
 s312	    63.467	1.030518
 s313	    31.775	1.644725
 s314	     8.104	1.000000
 s315	     1.877	54857.000000
 s316	    14.358	0.000031
