Loop 	Time(sec) 	Checksum
 s173	    18.622	32001.626953
 s174	    18.629	32001.626953
 s175	     6.378	32009.023438
 s176	     4.944	32063.902344
 s211	    10.558	63983.308594
 s212	     8.635	132018.859375
s1213	     7.487	132016.171875
 s221	     5.361	1543684096.000000
s1221	     3.386	630439296.000000
 s222	     7.294	32000.000000
 s231	     8.769	119107.445312
 s232	     3.708	65536.000000
s1232	     5.479	33956.261719
 s233	    19.320	504920.187500
s2233	    13.753	337652.718750
 s235	    19.084	160024.046875
 s241	    21.954	64000.000000
 s242	     3.527	1535966208.000000
 s243	    16.954	810659.437500
 s244	    14.912	70110.828125
s1244	    13.408	108527.601562
s2244	     6.715	70110.859375
 s251	    21.039	32004.367188
s1251	    36.793	400005.843750
s2251	     8.850	2.635389
s3251	    11.248	12.595580
 s252	     4.752	63999.000000
 s253	    11.083	3200845824.000000
 s254	    15.639	32000.000000
 s255	     4.635	31953.501953
