Loop 	Time(sec) 	Checksum
 s256	     1.184	130176.000000
 s257	     1.179	163072.000000
 s258	     0.095	14.652780
 s261	     9.131	261013.984375
 s271	    24.743	689788.562500
 s272	     1.805	64000.000000
 s273	    11.916	99055.859375
 s274	    12.135	3201031680.000000
 s275	     1.260	65536.000000
s2275	    12.584	65536.000000
 s276	    22.386	689788.562500
s1279	     1.621	689810.437500
s2710	     7.473	96003.281250
s2711	    26.857	689788.562500
s2712	    28.204	289747.562500
 s281	     6.590	32000.000000
s1281	    40.372	inf
 s291	     8.239	32000.000000
 s292	     5.491	31953.501953
 s293	     5.114	32000.000000
s2101	     0.807	1704092.000000
s2102	     6.104	256.000000
s2111	    18.170	34544940.000000
 s311	    63.351	10.950721
s31111	     9.281	10.950721
 s312	    63.369	1.030518
 s313	    31.723	1.644725
 s314	     8.104	1.000000
 s315	     1.877	54857.000000
 s316	    14.358	0.000031
