Loop 	Time(sec) 	Checksum
 s173	    18.784	32001.626953
 s174	    18.771	32001.626953
 s175	     6.370	32009.023438
 s176	     4.973	32063.902344
 s211	     9.757	63983.308594
 s212	     7.925	132018.859375
s1213	     7.019	132016.171875
 s221	     4.893	1543684096.000000
s1221	     3.443	630439296.000000
 s222	     6.493	32000.000000
 s231	     9.091	119107.445312
 s232	     3.701	65536.000000
s1232	     5.561	33956.261719
 s233	    19.644	504920.187500
s2233	    13.925	337652.718750
 s235	    19.682	160024.046875
 s241	    18.937	64000.000000
 s242	     3.524	1535966208.000000
 s243	    14.616	810659.437500
 s244	    12.858	70110.828125
s1244	    12.012	108527.601562
s2244	     6.710	70110.859375
 s251	    20.905	32004.367188
s1251	    32.315	400005.843750
s2251	     8.310	2.635389
s3251	     9.993	12.595580
 s252	     4.939	63999.000000
 s253	     9.836	3200845824.000000
 s254	    15.841	32000.000000
 s255	     4.793	31953.501953
