Loop 	Time(sec) 	Checksum
 s423	    14.595	2.736748
 s424	    15.137	822.364014
 s431	    37.739	1674287.625000
 s441	     7.707	196500.265625
 s451	     3.287	32007.896484
 s452	    17.906	32511.939453
 s453	    14.114	21.901442
 s471	     5.362	64004.925781
 s481	     6.191	196500.265625
 s491	     5.526	32001.640625
s4112	     4.649	1127128.875000
s4113	     5.274	32001.640625
s4114	     8.974	32000.000000
s4115	     6.354	1.038636
s4116	     5.101	0.753265
s4117	     5.341	32002.205078
s4121	     7.488	196500.265625
   va	    22.578	1.644725
  vag	     6.345	1.644725
  vas	     6.384	1.644725
  vif	     3.782	1.644725
  vpv	    34.218	1642244.625000
  vtv	    34.244	32000.000000
vpvtv	    18.528	689788.562500
vpvts	     3.594	175234766340096.000000
vpvpv	    18.523	1.644725
vtvtv	    18.511	32000.000000
vsumr	    63.420	10.950721
vdotr	    63.507	1.644725
 vbor	     3.055	31924.046875
