Loop 	Time(sec) 	Checksum
 s423	    14.356	2.736748
 s424	    14.966	822.364014
 s431	    37.449	1674287.625000
 s441	     7.706	196500.265625
 s451	     3.324	32007.896484
 s452	    17.787	32511.939453
 s453	    14.099	21.901442
 s471	     5.349	64004.925781
 s481	     6.183	196500.265625
 s491	     5.496	32001.640625
s4112	     4.590	1127128.875000
s4113	     5.211	32001.640625
s4114	     8.843	32000.000000
s4115	     6.353	1.038636
s4116	     5.084	0.753265
s4117	     5.320	32002.205078
s4121	     7.410	196500.265625
   va	    22.096	1.644725
  vag	     6.230	1.644725
  vas	     6.217	1.644725
  vif	     3.745	1.644725
  vpv	    33.889	1642244.625000
  vtv	    33.901	32000.000000
vpvtv	    18.435	689788.562500
vpvts	     3.572	175234766340096.000000
vpvpv	    18.441	1.644725
vtvtv	    18.438	32000.000000
vsumr	    63.442	10.950721
vdotr	    63.517	1.644725
 vbor	     3.047	31924.046875
