Loop 	Time(sec) 	Checksum
 s000	     5.009	512066944.000000
 s111	     4.309	32000.410156
s1111	    15.239	16005.822266
 s112	    10.743	84644.898438
s1112	     8.079	32001.640625
 s113	    10.097	32000.640625
s1113	     5.006	32001.640625
 s114	     5.651	919.869873
 s115	    31.464	31745.953125
s1115	     8.376	0.065485
 s116	    66.355	32000.000000
 s118	     6.256	84488.515625
 s119	     9.305	86343.289062
s1119	     9.221	119107.445312
 s121	    11.425	32009.023438
 s122	     6.357	196490.187500
 s123	     6.209	32003.283203
 s124	     6.981	32001.640625
 s125	     6.298	131072.000000
 s126	     1.114	66949.914062
 s127	    10.318	32003.283203
 s128	     9.437	80000.000000
 s131	    18.622	32009.023438
 s132	    18.167	65538.562500
 s141	     6.461	32454472.000000
 s151	    30.464	32009.023438
 s152	    11.554	152207.562500
 s162	     4.976	32009.023438
 s171	     4.547	196500.265625
 s172	     6.491	196500.265625
