Loop 	Time(sec) 	Checksum
 s173	    18.853	32001.626953
 s174	    18.810	32001.626953
 s175	     6.401	32009.023438
 s176	     4.998	32063.902344
 s211	     9.818	63983.308594
 s212	     7.960	132018.859375
s1213	     7.013	132016.171875
 s221	     4.896	1543684096.000000
s1221	     3.445	630439296.000000
 s222	     6.502	32000.000000
 s231	     8.944	119107.445312
 s232	     3.709	65536.000000
s1232	     5.648	33956.261719
 s233	    19.763	504920.187500
s2233	    13.989	337652.718750
 s235	    19.466	160024.046875
 s241	    19.121	64000.000000
 s242	     3.529	1535966208.000000
 s243	    14.811	810659.437500
 s244	    12.889	70110.828125
s1244	    12.041	108527.601562
s2244	     6.724	70110.859375
 s251	    20.906	32004.367188
s1251	    32.408	400005.843750
s2251	     8.314	2.635389
s3251	    10.020	12.595580
 s252	     4.942	63999.000000
 s253	     9.859	3200845824.000000
 s254	    15.812	32000.000000
 s255	     4.769	31953.501953
