Loop 	Time(sec) 	Checksum
 s423	    14.246	2.736748
 s424	    14.910	822.364014
 s431	    37.298	1674287.625000
 s441	     7.964	196500.265625
 s451	     3.452	32007.896484
 s452	    17.715	32511.939453
 s453	    14.095	21.901442
 s471	     5.810	64004.925781
 s481	     6.181	196500.265625
 s491	     5.508	32001.640625
s4112	     4.675	1127128.875000
s4113	     5.283	32001.640625
s4114	     9.558	32000.000000
s4115	     6.357	1.038636
s4116	     5.130	0.753265
s4117	     5.316	32002.205078
s4121	     7.360	196500.265625
   va	    21.604	1.644725
  vag	     6.248	1.644725
  vas	     6.145	1.644725
  vif	     3.729	1.644725
  vpv	    33.750	1642244.625000
  vtv	    33.749	32000.000000
vpvtv	    18.585	689788.562500
vpvts	     3.552	175234766340096.000000
vpvpv	    18.571	1.644725
vtvtv	    18.525	32000.000000
vsumr	    63.384	10.950721
vdotr	    63.465	1.644725
 vbor	     3.049	31924.046875
