Loop 	Time(sec) 	Checksum
 s173	    18.896	32001.626953
 s174	    18.864	32001.626953
 s175	     6.377	32009.023438
 s176	     5.006	32063.902344
 s211	     9.760	63983.308594
 s212	     7.917	132018.859375
s1213	     7.041	132016.171875
 s221	     4.872	1543684096.000000
s1221	     3.493	630439296.000000
 s222	     6.545	32000.000000
 s231	     9.542	119107.445312
 s232	     3.718	65536.000000
s1232	     5.835	33956.261719
 s233	    21.122	504920.187500
s2233	    14.407	337652.718750
 s235	    20.828	160024.046875
 s241	    18.943	64000.000000
 s242	     3.526	1535966208.000000
 s243	    14.112	810659.437500
 s244	    12.865	70110.828125
s1244	    12.014	108527.601562
s2244	     6.712	70110.859375
 s251	    20.989	32004.367188
s1251	    32.334	400005.843750
s2251	     8.309	2.635389
s3251	     9.983	12.595580
 s252	     5.087	63999.000000
 s253	     9.813	3200845824.000000
 s254	    15.873	32000.000000
 s255	     4.882	31953.501953
