Loop 	Time(sec) 	Checksum
 s000	     5.049	512066944.000000
 s111	     4.294	32000.410156
s1111	    14.776	16005.822266
 s112	    10.806	84644.898438
s1112	     8.137	32001.640625
 s113	    10.127	32000.640625
s1113	     5.020	32001.640625
 s114	     5.605	919.869873
 s115	    28.185	31745.953125
s1115	     8.317	0.065485
 s116	    66.147	32000.000000
 s118	     6.066	84488.515625
 s119	     9.305	86343.289062
s1119	     9.140	119107.445312
 s121	    11.477	32009.023438
 s122	     6.357	196490.187500
 s123	     5.854	32003.283203
 s124	     6.544	32001.640625
 s125	     5.579	131072.000000
 s126	     1.115	66949.914062
 s127	     9.600	32003.283203
 s128	     9.145	80000.000000
 s131	    18.653	32009.023438
 s132	    16.943	65538.562500
 s141	     6.647	32454472.000000
 s151	    30.490	32009.023438
 s152	    11.534	152207.562500
 s162	     4.973	32009.023438
 s171	     4.754	196500.265625
 s172	     6.512	196500.265625
