Loop 	Time(sec) 	Checksum
 s173	    18.705	32001.626953
 s174	    18.665	32001.626953
 s175	     6.380	32009.023438
 s176	     4.946	32063.902344
 s211	    10.919	63983.308594
 s212	     8.998	132018.859375
s1213	     7.469	132016.171875
 s221	     5.475	1543684096.000000
s1221	     3.387	630439296.000000
 s222	     7.194	32000.000000
 s231	     8.950	119107.445312
 s232	     3.712	65536.000000
s1232	     5.511	33956.261719
 s233	    19.321	504920.187500
s2233	    13.731	337652.718750
 s235	    19.345	160024.046875
 s241	    21.961	64000.000000
 s242	     3.525	1535966208.000000
 s243	    16.955	810659.437500
 s244	    14.980	70110.828125
s1244	    13.722	108527.601562
s2244	     6.710	70110.859375
 s251	    21.051	32004.367188
s1251	    36.975	400005.843750
s2251	     8.883	2.635389
s3251	    11.710	12.595580
 s252	     4.761	63999.000000
 s253	    11.112	3200845824.000000
 s254	    15.663	32000.000000
 s255	     4.629	31953.501953
