papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_11_1.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 5554
Session id                    : 26828
Parent process id             : 5553
Num. of threads               : 1
Start                         : Wed Nov 13 22:07:56 2019
Finish                        : Wed Nov 13 22:13:30 2019
7744             [PROCESS] Memory resident max KB
364              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4160             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
334455307        [PROCESS] Wallclock usecs
334454783        Real usecs
1067587896022    Real cycles
334452889        Virtual usecs
1538483280200    Virtual cycles
5303886356673    PAPI_TOT_INS
1837093516006    PAPI_LST_INS
24799752425      PAPI_BR_INS
1543306605566    PAPI_LD_INS
293786910440     PAPI_SR_INS
1513932352260    PAPI_TOT_CYC
149999124373     PAPI_RES_STL
66166377323      PAPI_L1_DCM
3999066          PAPI_L1_ICM
75294            PAPI_TLB_DM
188907           PAPI_TLB_IM
146117776255     PAPI_L2_DCM
3744102          PAPI_L2_ICM
646328440        PAPI_STL_ICY
868233935924     PAPI_FUL_ICY
