Loop 	Time(sec) 	Checksum
 s317	   123.985	0.000000
 s319	    25.727	43.803417
s3110	     2.009	514.000000
s13110	     1.999	514.000000
s3111	     3.172	10.950721
s3112	     6.454	1.644725
s3113	     8.462	2.000000
 s321	     9.162	32000.000000
 s322	     5.986	32000.000000
 s323	     6.363	146472.437500
 s331	     1.758	32000.000000
 s341	     4.208	10.950721
 s342	     4.576	10.950721
 s343	     0.762	1567.932129
 s351	    50.583	25606707200.000000
s1351	    40.397	32008.869141
 s352	    30.846	1.644725
 s353	     7.098	3200838400.000000
 s421	    15.751	32009.023438
s1421	    14.427	16000.000000
 s422	    28.873	257.660736
