Loop 	Time(sec) 	Checksum
 s000	     5.038	512066944.000000
 s111	     4.361	32000.410156
s1111	    15.238	16005.822266
 s112	    10.746	84644.898438
s1112	     8.086	32001.640625
 s113	    10.066	32000.640625
s1113	     4.999	32001.640625
 s114	     5.798	919.869873
 s115	    32.080	31745.953125
s1115	     8.344	0.065485
 s116	    67.167	32000.000000
 s118	     5.900	84488.515625
 s119	     9.188	86343.289062
s1119	     9.181	119107.445312
 s121	    11.438	32009.023438
 s122	     6.385	196490.187500
 s123	     6.424	32003.283203
 s124	     7.098	32001.640625
 s125	     6.398	131072.000000
 s126	     1.108	66949.914062
 s127	    10.806	32003.283203
 s128	     9.511	80000.000000
 s131	    18.691	32009.023438
 s132	    16.779	65538.562500
 s141	     6.373	32454472.000000
 s151	    30.623	32009.023438
 s152	    11.591	152207.562500
 s162	     5.023	32009.023438
 s171	     4.587	196500.265625
 s172	     6.523	196500.265625
