papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_24_0.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 7799
Session id                    : 26828
Parent process id             : 7798
Num. of threads               : 1
Start                         : Thu Nov 14 03:45:20 2019
Finish                        : Thu Nov 14 03:51:11 2019
8048             [PROCESS] Memory resident max KB
672              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4208             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
350807289        [PROCESS] Wallclock usecs
350806727        Real usecs
1119783534552    Real cycles
350798338        Virtual usecs
1613672345600    Virtual cycles
5507005169538    PAPI_TOT_INS
1840458480587    PAPI_LST_INS
47765633512      PAPI_BR_INS
1540587187352    PAPI_LD_INS
299871293235     PAPI_SR_INS
1589314404459    PAPI_TOT_CYC
87810764525      PAPI_RES_STL
35686453143      PAPI_L1_DCM
9891109          PAPI_L1_ICM
214493           PAPI_TLB_DM
75816            PAPI_TLB_IM
47623762872      PAPI_L2_DCM
7404102          PAPI_L2_ICM
613015032        PAPI_STL_ICY
941067226357     PAPI_FUL_ICY
37439653471      PAPI_BR_CN
64975416         PAPI_BR_MSP
17853552255      PAPI_L2_DCA
9891109          PAPI_L2_ICA

1                [LABEL] s000
1                [s000] Measurements
16167685310      [s000] Real cycles
90336092951      [s000] PAPI_TOT_INS
33051153020      [s000] PAPI_LST_INS
270134327        [s000] PAPI_BR_INS
26395388415      [s000] PAPI_LD_INS
6655764605       [s000] PAPI_SR_INS
22737389614      [s000] PAPI_TOT_CYC
93485868         [s000] PAPI_RES_STL
799158171        [s000] PAPI_L1_DCM
35173            [s000] PAPI_L1_ICM
8                [s000] PAPI_TLB_DM
146              [s000] PAPI_TLB_IM
1075977642       [s000] PAPI_L2_DCM
32667            [s000] PAPI_L2_ICM
6617845          [s000] PAPI_STL_ICY
15767856085      [s000] PAPI_FUL_ICY
268573178        [s000] PAPI_BR_CN
425328           [s000] PAPI_BR_MSP
526779076        [s000] PAPI_L2_DCA
35173            [s000] PAPI_L2_ICA

2                [LABEL] s111
1                [s111] Measurements
13708619142      [s111] Real cycles
77037612388      [s111] PAPI_TOT_INS
19619789485      [s111] PAPI_LST_INS
137496831        [s111] PAPI_BR_INS
16304923273      [s111] PAPI_LD_INS
3314866212       [s111] PAPI_SR_INS
19504596973      [s111] PAPI_TOT_CYC
91660682         [s111] PAPI_RES_STL
799553508        [s111] PAPI_L1_DCM
60905            [s111] PAPI_L1_ICM
0                [s111] PAPI_TLB_DM
124              [s111] PAPI_TLB_IM
1065532973       [s111] PAPI_L2_DCM
60314            [s111] PAPI_L2_ICM
7765901          [s111] PAPI_STL_ICY
13279299611      [s111] PAPI_FUL_ICY
136652065        [s111] PAPI_BR_CN
557090           [s111] PAPI_BR_MSP
39476978         [s111] PAPI_L2_DCA
60905            [s111] PAPI_L2_ICA

3                [LABEL] s1111
1                [s1111] Measurements
48294286279      [s1111] Real cycles
242219570729     [s1111] PAPI_TOT_INS
70751085852      [s1111] PAPI_LST_INS
138512591        [s1111] PAPI_BR_INS
67394884269      [s1111] PAPI_LD_INS
3356201583       [s1111] PAPI_SR_INS
68755721700      [s1111] PAPI_TOT_CYC
93292879         [s1111] PAPI_RES_STL
1000966547       [s1111] PAPI_L1_DCM
699962           [s1111] PAPI_L1_ICM
248              [s1111] PAPI_TLB_DM
252              [s1111] PAPI_TLB_IM
1621005544       [s1111] PAPI_L2_DCM
550848           [s1111] PAPI_L2_ICM
13730801         [s1111] PAPI_STL_ICY
45049488941      [s1111] PAPI_FUL_ICY
136902186        [s1111] PAPI_BR_CN
675327           [s1111] PAPI_BR_MSP
571361602        [s1111] PAPI_L2_DCA
699962           [s1111] PAPI_L2_ICA

4                [LABEL] s112
1                [s112] Measurements
34337423556      [s112] Real cycles
193439449620     [s112] PAPI_TOT_INS
59318634540      [s112] PAPI_LST_INS
404025803        [s112] PAPI_BR_INS
49313890164      [s112] PAPI_LD_INS
10004744376      [s112] PAPI_SR_INS
48571250639      [s112] PAPI_TOT_CYC
242322840        [s112] PAPI_RES_STL
1198107915       [s112] PAPI_L1_DCM
139441           [s112] PAPI_L1_ICM
28               [s112] PAPI_TLB_DM
151              [s112] PAPI_TLB_IM
1506056750       [s112] PAPI_L2_DCM
47618            [s112] PAPI_L2_ICM
9756521          [s112] PAPI_STL_ICY
31942517018      [s112] PAPI_FUL_ICY
403363023        [s112] PAPI_BR_CN
565459           [s112] PAPI_BR_MSP
33599334         [s112] PAPI_L2_DCA
139441           [s112] PAPI_L2_ICA

5                [LABEL] s1112
1                [s1112] Measurements
25832190426      [s1112] Real cycles
146582789437     [s1112] PAPI_TOT_INS
49230195810      [s1112] PAPI_LST_INS
402644130        [s1112] PAPI_BR_INS
39265179201      [s1112] PAPI_LD_INS
9965016609       [s1112] PAPI_SR_INS
36843878388      [s1112] PAPI_TOT_CYC
113641348        [s1112] PAPI_RES_STL
1201090267       [s1112] PAPI_L1_DCM
57890            [s1112] PAPI_L1_ICM
329              [s1112] PAPI_TLB_DM
305              [s1112] PAPI_TLB_IM
1566483343       [s1112] PAPI_L2_DCM
32486            [s1112] PAPI_L2_ICM
12806245         [s1112] PAPI_STL_ICY
24999844103      [s1112] PAPI_FUL_ICY
402871611        [s1112] PAPI_BR_CN
896211           [s1112] PAPI_BR_MSP
622118601        [s1112] PAPI_L2_DCA
57890            [s1112] PAPI_L2_ICA

6                [LABEL] s113
1                [s113] Measurements
32116240787      [s113] Real cycles
181395687333     [s113] PAPI_TOT_INS
66575414750      [s113] PAPI_LST_INS
535775302        [s113] PAPI_BR_INS
53185246944      [s113] PAPI_LD_INS
13390167806      [s113] PAPI_SR_INS
45537566245      [s113] PAPI_TOT_CYC
58887215         [s113] PAPI_RES_STL
1598812086       [s113] PAPI_L1_DCM
165810           [s113] PAPI_L1_ICM
123433           [s113] PAPI_TLB_DM
4008             [s113] PAPI_TLB_IM
2189335228       [s113] PAPI_L2_DCM
159887           [s113] PAPI_L2_ICM
27747603         [s113] PAPI_STL_ICY
30013108173      [s113] PAPI_FUL_ICY
536043557        [s113] PAPI_BR_CN
1183748          [s113] PAPI_BR_MSP
810820255        [s113] PAPI_L2_DCA
165810           [s113] PAPI_L2_ICA

7                [LABEL] s1113
1                [s1113] Measurements
15947534597      [s1113] Real cycles
90759801537      [s1113] PAPI_TOT_INS
33058698299      [s1113] PAPI_LST_INS
269994120        [s1113] PAPI_BR_INS
26503406884      [s1113] PAPI_LD_INS
6555291415       [s1113] PAPI_SR_INS
22743880771      [s1113] PAPI_TOT_CYC
24246802         [s1113] PAPI_RES_STL
802778563        [s1113] PAPI_L1_DCM
37702            [s1113] PAPI_L1_ICM
535              [s1113] PAPI_TLB_DM
43055            [s1113] PAPI_TLB_IM
1104671156       [s1113] PAPI_L2_DCM
37342            [s1113] PAPI_L2_ICM
7557675          [s1113] PAPI_STL_ICY
14658797535      [s1113] PAPI_FUL_ICY
269822235        [s1113] PAPI_BR_CN
606926           [s1113] PAPI_BR_MSP
407812893        [s1113] PAPI_L2_DCA
37702            [s1113] PAPI_L2_ICA

8                [LABEL] s114
1                [s114] Measurements
17347888576      [s114] Real cycles
80305881327      [s114] PAPI_TOT_INS
24611772409      [s114] PAPI_LST_INS
424237828        [s114] PAPI_BR_INS
21497897738      [s114] PAPI_LD_INS
3113874671       [s114] PAPI_SR_INS
25205487704      [s114] PAPI_TOT_CYC
3270898610       [s114] PAPI_RES_STL
2872421220       [s114] PAPI_L1_DCM
47343            [s114] PAPI_L1_ICM
622              [s114] PAPI_TLB_DM
-73              [s114] PAPI_TLB_IM
2379629579       [s114] PAPI_L2_DCM
45333            [s114] PAPI_L2_ICM
20520023         [s114] PAPI_STL_ICY
12790031705      [s114] PAPI_FUL_ICY
378734538        [s114] PAPI_BR_CN
8887686          [s114] PAPI_BR_MSP
2616965618       [s114] PAPI_L2_DCA
47343            [s114] PAPI_L2_ICA

9                [LABEL] s115
1                [s115] Measurements
92321587677      [s115] Real cycles
503405312349     [s115] PAPI_TOT_INS
160819461647     [s115] PAPI_LST_INS
2097975245       [s115] PAPI_BR_INS
146054535162     [s115] PAPI_LD_INS
14764926485      [s115] PAPI_SR_INS
130454726273     [s115] PAPI_TOT_CYC
1744025324       [s115] PAPI_RES_STL
898018857        [s115] PAPI_L1_DCM
271564           [s115] PAPI_L1_ICM
1839             [s115] PAPI_TLB_DM
242              [s115] PAPI_TLB_IM
666401154        [s115] PAPI_L2_DCM
269673           [s115] PAPI_L2_ICM
108329755        [s115] PAPI_STL_ICY
89018658376      [s115] PAPI_FUL_ICY
1909634943       [s115] PAPI_BR_CN
29884218         [s115] PAPI_BR_MSP
352398791        [s115] PAPI_L2_DCA
271564           [s115] PAPI_L2_ICA

10               [LABEL] s1115
1                [s1115] Measurements
27626131211      [s1115] Real cycles
107937541263     [s1115] PAPI_TOT_INS
31881746705      [s1115] PAPI_LST_INS
309234108        [s1115] PAPI_BR_INS
29010548833      [s1115] PAPI_LD_INS
2871197872       [s1115] PAPI_SR_INS
39259121705      [s1115] PAPI_TOT_CYC
9746225404       [s1115] PAPI_RES_STL
2877137572       [s1115] PAPI_L1_DCM
95999            [s1115] PAPI_L1_ICM
2989             [s1115] PAPI_TLB_DM
321              [s1115] PAPI_TLB_IM
6006171795       [s1115] PAPI_L2_DCM
95822            [s1115] PAPI_L2_ICM
12826183         [s1115] PAPI_STL_ICY
18949597180      [s1115] PAPI_FUL_ICY
289942446        [s1115] PAPI_BR_CN
53922            [s1115] PAPI_BR_MSP
2501363851       [s1115] PAPI_L2_DCA
95999            [s1115] PAPI_L2_ICA

11               [LABEL] s116
1                [s116] Measurements
216488018280     [s116] Real cycles
969595463983     [s116] PAPI_TOT_INS
193209110176     [s116] PAPI_LST_INS
301053444        [s116] PAPI_BR_INS
160738654169     [s116] PAPI_LD_INS
32470456007      [s116] PAPI_SR_INS
307114297958     [s116] PAPI_TOT_CYC
31233229         [s116] PAPI_RES_STL
2004402459       [s116] PAPI_L1_DCM
5743424          [s116] PAPI_L1_ICM
191              [s116] PAPI_TLB_DM
21204            [s116] PAPI_TLB_IM
245599049        [s116] PAPI_L2_DCM
3897750          [s116] PAPI_L2_ICM
56055849         [s116] PAPI_STL_ICY
161009482076     [s116] PAPI_FUL_ICY
284175505        [s116] PAPI_BR_CN
2050618          [s116] PAPI_BR_MSP
178224322        [s116] PAPI_L2_DCA
5743424          [s116] PAPI_L2_ICA

12               [LABEL] s118
1                [s118] Measurements
18591080639      [s118] Real cycles
80684792171      [s118] PAPI_TOT_INS
26916070825      [s118] PAPI_LST_INS
408291230        [s118] PAPI_BR_INS
24202282266      [s118] PAPI_LD_INS
2713788559       [s118] PAPI_SR_INS
26510797272      [s118] PAPI_TOT_CYC
4967552962       [s118] PAPI_RES_STL
