Loop 	Time(sec) 	Checksum
 s000	     5.009	512066944.000000
 s111	     4.321	32000.410156
s1111	    15.314	16005.822266
 s112	    10.750	84644.898438
s1112	     8.077	32001.640625
 s113	    10.050	32000.640625
s1113	     5.011	32001.640625
 s114	     6.051	919.869873
 s115	    31.772	31745.953125
s1115	     8.738	0.065485
 s116	    67.471	32000.000000
 s118	     6.022	84488.515625
 s119	     9.238	86343.289062
s1119	     9.220	119107.445312
 s121	    11.397	32009.023438
 s122	     6.377	196490.187500
 s123	     6.409	32003.283203
 s124	     6.933	32001.640625
 s125	     6.140	131072.000000
 s126	     1.179	66949.914062
 s127	    10.522	32003.283203
 s128	     9.506	80000.000000
 s131	    18.665	32009.023438
 s132	    16.706	65538.562500
 s141	     6.603	32454472.000000
 s151	    30.610	32009.023438
 s152	    11.551	152207.562500
 s162	     4.979	32009.023438
 s171	     4.519	196500.265625
 s172	     6.529	196500.265625
