Loop 	Time(sec) 	Checksum
 s173	    18.670	32001.626953
 s174	    18.646	32001.626953
 s175	     6.377	32009.023438
 s176	     4.947	32063.902344
 s211	     9.860	63983.308594
 s212	     7.941	132018.859375
s1213	     7.386	132016.171875
 s221	     4.882	1543684096.000000
s1221	     3.393	630439296.000000
 s222	     6.766	32000.000000
 s231	     9.634	119107.445312
 s232	     3.691	65536.000000
s1232	     5.963	33956.261719
 s233	    21.179	504920.187500
s2233	    14.672	337652.718750
 s235	    20.910	160024.046875
 s241	    19.716	64000.000000
 s242	     3.521	1535966208.000000
 s243	    16.668	810659.437500
 s244	    14.465	70110.828125
s1244	    12.827	108527.601562
s2244	     6.722	70110.859375
 s251	    20.921	32004.367188
s1251	    32.450	400005.843750
s2251	     8.340	2.635389
s3251	    11.283	12.595580
 s252	     4.808	63999.000000
 s253	    10.696	3200845824.000000
 s254	    15.678	32000.000000
 s255	     4.663	31953.501953
