Loop 	Time(sec) 	Checksum
 s423	    18.327	2.736748
 s424	    16.725	822.364014
 s431	    39.221	1674287.625000
 s441	     7.682	196500.265625
 s451	     3.447	32007.896484
 s452	    18.407	32511.939453
 s453	    14.125	21.901442
 s471	     5.418	64004.925781
 s481	     6.219	196500.265625
 s491	     5.689	32001.640625
s4112	     4.951	1127128.875000
s4113	     5.680	32001.640625
s4114	     9.673	32000.000000
s4115	     6.354	1.038636
s4116	     5.156	0.753265
s4117	     5.609	32002.205078
s4121	     7.867	196500.265625
   va	    31.442	1.644725
  vag	     7.141	1.644725
  vas	     7.009	1.644725
  vif	     3.993	1.644725
  vpv	    39.473	1642244.625000
  vtv	    39.459	32000.000000
vpvtv	    20.845	689788.562500
vpvts	     3.819	175234766340096.000000
vpvpv	    20.843	1.644725
vtvtv	    20.742	32000.000000
vsumr	    63.493	10.950721
vdotr	    63.637	1.644725
 vbor	     3.128	31924.046875
