Loop 	Time(sec) 	Checksum
 s317	   123.824	0.000000
 s319	    26.018	43.803417
s3110	     1.996	514.000000
s13110	     1.999	514.000000
s3111	     3.172	10.950721
s3112	     6.373	1.644725
s3113	     7.870	2.000000
 s321	     9.168	32000.000000
 s322	     5.994	32000.000000
 s323	     6.386	146472.437500
 s331	     1.631	32000.000000
 s341	     4.092	10.950721
 s342	     4.593	10.950721
 s343	     0.926	1567.932129
 s351	    56.082	25606707200.000000
s1351	    39.218	32008.869141
 s352	    37.479	1.644725
 s353	     7.878	3200838400.000000
 s421	    15.645	32009.023438
s1421	    14.286	16000.000000
 s422	    28.500	257.660736
