Loop 	Time(sec) 	Checksum
 s173	    18.874	32001.626953
 s174	    18.850	32001.626953
 s175	     6.393	32009.023438
 s176	     5.010	32063.902344
 s211	     9.780	63983.308594
 s212	     7.928	132018.859375
s1213	     7.030	132016.171875
 s221	     4.882	1543684096.000000
s1221	     3.463	630439296.000000
 s222	     6.506	32000.000000
 s231	     9.602	119107.445312
 s232	     3.721	65536.000000
s1232	     5.845	33956.261719
 s233	    21.031	504920.187500
s2233	    14.406	337652.718750
 s235	    21.019	160024.046875
 s241	    18.934	64000.000000
 s242	     3.525	1535966208.000000
 s243	    14.387	810659.437500
 s244	    12.820	70110.828125
s1244	    12.001	108527.601562
s2244	     6.774	70110.859375
 s251	    20.992	32004.367188
s1251	    32.342	400005.843750
s2251	     8.304	2.635389
s3251	     9.993	12.595580
 s252	     5.065	63999.000000
 s253	     9.826	3200845824.000000
 s254	    15.831	32000.000000
 s255	     4.829	31953.501953
