Loop 	Time(sec) 	Checksum
 s000	     5.043	512066944.000000
 s111	     4.302	32000.410156
s1111	    14.100	16005.822266
 s112	    10.831	84644.898438
s1112	     8.171	32001.640625
 s113	    10.181	32000.640625
s1113	     5.035	32001.640625
 s114	     5.656	919.869873
 s115	    28.365	31745.953125
s1115	     8.037	0.065485
 s116	    64.467	32000.000000
 s118	     6.103	84488.515625
 s119	     9.196	86343.289062
s1119	     9.146	119107.445312
 s121	    11.481	32009.023438
 s122	     6.374	196490.187500
 s123	     5.555	32003.283203
 s124	     6.543	32001.640625
 s125	     5.577	131072.000000
 s126	     1.082	66949.914062
 s127	     9.591	32003.283203
 s128	     9.039	80000.000000
 s131	    18.699	32009.023438
 s132	    16.746	65538.562500
 s141	     6.417	32454472.000000
 s151	    30.526	32009.023438
 s152	    11.520	152207.562500
 s162	     4.962	32009.023438
 s171	     4.810	196500.265625
 s172	     6.513	196500.265625
