papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_3_1.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 7962
Session id                    : 26828
Parent process id             : 7961
Num. of threads               : 1
Start                         : Thu Nov 14 04:31:17 2019
Finish                        : Thu Nov 14 04:36:58 2019
7652             [PROCESS] Memory resident max KB
176              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
456              [PROCESS] Memory stack (at exit) KB
4072             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
341266549        [PROCESS] Wallclock usecs
341266026        Real usecs
1089329653549    Real cycles
341225108        Virtual usecs
1569635492200    Virtual cycles
5334406576414    PAPI_TOT_INS
1972825199195    PAPI_LST_INS
58778961244      PAPI_BR_INS
1645128672021    PAPI_LD_INS
327696527174     PAPI_SR_INS
1552205553760    PAPI_TOT_CYC
178703625567     PAPI_RES_STL
65911646779      PAPI_L1_DCM
3048094          PAPI_L1_ICM
125216           PAPI_TLB_DM
1633892          PAPI_TLB_IM
148090587045     PAPI_L2_DCM
2967472          PAPI_L2_ICM
728976416        PAPI_STL_ICY
881900524809     PAPI_FUL_ICY
58591367206      PAPI_BR_CN
90896304         PAPI_BR_MSP
39518311379      PAPI_L2_DCA
3048094          PAPI_L2_ICA

1                [LABEL] s173
1                [s173] Measurements
65679538654      [s173] Real cycles
346072431948     [s173] PAPI_TOT_INS
133243592810     [s173] PAPI_LST_INS
5342918681       [s173] PAPI_BR_INS
111900301278     [s173] PAPI_LD_INS
21343291532      [s173] PAPI_SR_INS
93364558317      [s173] PAPI_TOT_CYC
5432873766       [s173] PAPI_RES_STL
3005886897       [s173] PAPI_L1_DCM
150039           [s173] PAPI_L1_ICM
952              [s173] PAPI_TLB_DM
474              [s173] PAPI_TLB_IM
2059483909       [s173] PAPI_L2_DCM
163733           [s173] PAPI_L2_ICM
49915247         [s173] PAPI_STL_ICY
48297015923      [s173] PAPI_FUL_ICY
5329974164       [s173] PAPI_BR_CN
1023638          [s173] PAPI_BR_MSP
1027647676       [s173] PAPI_L2_DCA
150039           [s173] PAPI_L2_ICA

2                [LABEL] s174
1                [s174] Measurements
65615672243      [s174] Real cycles
347342670481     [s174] PAPI_TOT_INS
132909577119     [s174] PAPI_LST_INS
5323150445       [s174] PAPI_BR_INS
111629797873     [s174] PAPI_LD_INS
21279779246      [s174] PAPI_SR_INS
93391998857      [s174] PAPI_TOT_CYC
5419138359       [s174] PAPI_RES_STL
3000366140       [s174] PAPI_L1_DCM
98775            [s174] PAPI_L1_ICM
78               [s174] PAPI_TLB_DM
1188             [s174] PAPI_TLB_IM
2050738311       [s174] PAPI_L2_DCM
85646            [s174] PAPI_L2_ICM
38507228         [s174] PAPI_STL_ICY
64461713212      [s174] PAPI_FUL_ICY
5337957679       [s174] PAPI_BR_CN
1993704          [s174] PAPI_BR_MSP
1026921342       [s174] PAPI_L2_DCA
