Loop 	Time(sec) 	Checksum
 s000	     5.144	512066944.000000
 s111	     4.340	32000.410156
s1111	    13.282	16005.822266
 s112	    11.021	84644.898438
s1112	     8.359	32001.640625
 s113	    10.426	32000.640625
s1113	     5.127	32001.640625
 s114	     5.795	919.869873
 s115	    28.510	31745.953125
s1115	     8.446	0.065485
 s116	    53.308	32000.000000
 s118	     5.978	84488.515625
 s119	     9.347	86343.289062
s1119	     9.181	119107.445312
 s121	    11.652	32009.023438
 s122	     6.383	196490.187500
 s123	     5.550	32003.283203
 s124	     6.560	32001.640625
 s125	     5.594	131072.000000
 s126	     1.180	66949.914062
 s127	     9.609	32003.283203
 s128	     8.847	80000.000000
 s131	    18.845	32009.023438
 s132	    16.809	65538.562500
 s141	     6.431	32454472.000000
 s151	    30.559	32009.023438
 s152	    11.625	152207.562500
 s162	     4.982	32009.023438
 s171	     4.966	196500.265625
 s172	     6.534	196500.265625
