Loop 	Time(sec) 	Checksum
 s423	    14.298	2.736748
 s424	    14.937	822.364014
 s431	    37.314	1674287.625000
 s441	     7.712	196500.265625
 s451	     3.386	32007.896484
 s452	    17.726	32511.939453
 s453	    14.074	21.901442
 s471	     5.324	64004.925781
 s481	     6.173	196500.265625
 s491	     5.485	32001.640625
s4112	     4.562	1127128.875000
s4113	     5.189	32001.640625
s4114	     8.823	32000.000000
s4115	     6.339	1.038636
s4116	     5.090	0.753265
s4117	     5.320	32002.205078
s4121	     7.335	196500.265625
   va	    21.728	1.644725
  vag	     6.169	1.644725
  vas	     6.194	1.644725
  vif	     3.733	1.644725
  vpv	    33.781	1642244.625000
  vtv	    33.784	32000.000000
vpvtv	    18.427	689788.562500
vpvts	     3.558	175234766340096.000000
vpvpv	    18.427	1.644725
vtvtv	    18.416	32000.000000
vsumr	    63.371	10.950721
vdotr	    63.529	1.644725
 vbor	     3.038	31924.046875
