Loop 	Time(sec) 	Checksum
 s256	     1.148	130176.000000
 s257	     1.218	163072.000000
 s258	     0.096	14.652780
 s261	     9.494	261013.984375
 s271	    26.537	689788.562500
 s272	     1.787	64000.000000
 s273	    12.913	99055.859375
 s274	    12.435	3201031680.000000
 s275	     1.338	65536.000000
s2275	    13.441	65536.000000
 s276	    24.886	689788.562500
s1279	     1.613	689810.437500
s2710	     7.718	96003.281250
s2711	    29.560	689788.562500
s2712	    30.708	289747.562500
 s281	     7.363	32000.000000
s1281	    41.538	inf
 s291	     8.204	32000.000000
 s292	     5.492	31953.501953
 s293	     5.060	32000.000000
s2101	     0.835	1704092.000000
s2102	     6.725	256.000000
s2111	    18.193	34544940.000000
 s311	    63.435	10.950721
s31111	     9.306	10.950721
 s312	    63.448	1.030518
 s313	    31.786	1.644725
 s314	     8.066	1.000000
 s315	     1.870	54857.000000
 s316	    14.342	0.000031
