papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_13_0.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 5565
Session id                    : 26828
Parent process id             : 5564
Num. of threads               : 1
Start                         : Thu Nov 14 16:18:05 2019
Finish                        : Thu Nov 14 16:23:49 2019
7912             [PROCESS] Memory resident max KB
412              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4072             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
344370573        [PROCESS] Wallclock usecs
344370046        Real usecs
1099237208147    Real cycles
344367483        Virtual usecs
1584090408000    Virtual cycles
5515607592940    PAPI_TOT_INS
1850601193607    PAPI_LST_INS
51297813018      PAPI_BR_INS
1547779215947    PAPI_LD_INS
302821977660     PAPI_SR_INS
1559940314755    PAPI_TOT_CYC
89994801892      PAPI_RES_STL
35742634908      PAPI_L1_DCM
5716506          PAPI_L1_ICM
1304392          PAPI_TLB_DM
734616           PAPI_TLB_IM
49651098438      PAPI_L2_DCM
3071074          PAPI_L2_ICM
549735559        PAPI_STL_ICY
952428462769     PAPI_FUL_ICY
41246221036      PAPI_BR_CN
53164788         PAPI_BR_MSP
16220178932      PAPI_L2_DCA
5716506          PAPI_L2_ICA

1                [LABEL] s000
1                [s000] Measurements
16100971924      [s000] Real cycles
90924706348      [s000] PAPI_TOT_INS
33955027030      [s000] PAPI_LST_INS
494493325        [s000] PAPI_BR_INS
27063265219      [s000] PAPI_LD_INS
6891761811       [s000] PAPI_SR_INS
22789336765      [s000] PAPI_TOT_CYC
24958071         [s000] PAPI_RES_STL
800688686        [s000] PAPI_L1_DCM
39295            [s000] PAPI_L1_ICM
75272            [s000] PAPI_TLB_DM
28798            [s000] PAPI_TLB_IM
940093012        [s000] PAPI_L2_DCM
33800            [s000] PAPI_L2_ICM
9785488          [s000] PAPI_STL_ICY
15750507687      [s000] PAPI_FUL_ICY
493494197        [s000] PAPI_BR_CN
587458           [s000] PAPI_BR_MSP
405351852        [s000] PAPI_L2_DCA
39295            [s000] PAPI_L2_ICA

2                [LABEL] s111
1                [s111] Measurements
13750079864      [s111] Real cycles
77188099544      [s111] PAPI_TOT_INS
20168731130      [s111] PAPI_LST_INS
250912547        [s111] PAPI_BR_INS
16721297590      [s111] PAPI_LD_INS
3447433540       [s111] PAPI_SR_INS
19552876984      [s111] PAPI_TOT_CYC
51144282         [s111] PAPI_RES_STL
801050610        [s111] PAPI_L1_DCM
37145            [s111] PAPI_L1_ICM
86644            [s111] PAPI_TLB_DM
429              [s111] PAPI_TLB_IM
933673190        [s111] PAPI_L2_DCM
38290            [s111] PAPI_L2_ICM
10382019         [s111] PAPI_STL_ICY
12653862799      [s111] PAPI_FUL_ICY
248198509        [s111] PAPI_BR_CN
624808           [s111] PAPI_BR_MSP
7787705          [s111] PAPI_L2_DCA
37145            [s111] PAPI_L2_ICA

3                [LABEL] s1111
1                [s1111] Measurements
45033688689      [s1111] Real cycles
