Loop 	Time(sec) 	Checksum
 s000	     5.095	512066944.000000
 s111	     4.340	32000.410156
s1111	    13.270	16005.822266
 s112	    10.957	84644.898438
s1112	     8.300	32001.640625
 s113	    10.350	32000.640625
s1113	     5.105	32001.640625
 s114	     5.789	919.869873
 s115	    28.318	31745.953125
s1115	     8.070	0.065485
 s116	    59.463	32000.000000
 s118	     6.014	84488.515625
 s119	     9.277	86343.289062
s1119	     9.208	119107.445312
 s121	    11.620	32009.023438
 s122	     6.369	196490.187500
 s123	     5.545	32003.283203
 s124	     6.555	32001.640625
 s125	     5.624	131072.000000
 s126	     1.123	66949.914062
 s127	     9.601	32003.283203
 s128	     8.859	80000.000000
 s131	    18.796	32009.023438
 s132	    16.828	65538.562500
 s141	     6.410	32454472.000000
 s151	    30.596	32009.023438
 s152	    11.727	152207.562500
 s162	     4.966	32009.023438
 s171	     4.797	196500.265625
 s172	     6.513	196500.265625
