Loop 	Time(sec) 	Checksum
 s000	     5.052	512066944.000000
 s111	     4.308	32000.410156
s1111	    14.417	16005.822266
 s112	    10.832	84644.898438
s1112	     8.160	32001.640625
 s113	    10.165	32000.640625
s1113	     5.040	32001.640625
 s114	     6.219	919.869873
 s115	    28.711	31745.953125
s1115	     8.756	0.065485
 s116	    66.434	32000.000000
 s118	     6.239	84488.515625
 s119	     9.182	86343.289062
s1119	     9.208	119107.445312
 s121	    11.504	32009.023438
 s122	     6.385	196490.187500
 s123	     5.952	32003.283203
 s124	     6.552	32001.640625
 s125	     5.618	131072.000000
 s126	     1.171	66949.914062
 s127	     9.627	32003.283203
 s128	     9.196	80000.000000
 s131	    18.726	32009.023438
 s132	    16.613	65538.562500
 s141	     6.442	32454472.000000
 s151	    30.629	32009.023438
 s152	    11.580	152207.562500
 s162	     4.973	32009.023438
 s171	     4.750	196500.265625
 s172	     6.547	196500.265625
