Loop 	Time(sec) 	Checksum
 s423	    14.566	2.736748
 s424	    15.032	822.364014
 s431	    37.491	1674287.625000
 s441	     7.757	196500.265625
 s451	     3.439	32007.896484
 s452	    17.809	32511.939453
 s453	    14.135	21.901442
 s471	     5.767	64004.925781
 s481	     6.414	196500.265625
 s491	     5.768	32001.640625
s4112	     4.682	1127128.875000
s4113	     5.220	32001.640625
s4114	     8.917	32000.000000
s4115	     6.365	1.038636
s4116	     5.109	0.753265
s4117	     5.344	32002.205078
s4121	     7.410	196500.265625
   va	    21.733	1.644725
  vag	     6.216	1.644725
  vas	     6.173	1.644725
  vif	     3.743	1.644725
  vpv	    33.921	1642244.625000
  vtv	    33.895	32000.000000
vpvtv	    18.607	689788.562500
vpvts	     3.578	175234766340096.000000
vpvpv	    19.076	1.644725
vtvtv	    18.871	32000.000000
vsumr	    63.548	10.950721
vdotr	    63.623	1.644725
 vbor	     3.048	31924.046875
