Loop 	Time(sec) 	Checksum
 s256	     1.117	130176.000000
 s257	     1.174	163072.000000
 s258	     0.095	14.652780
 s261	     9.323	261013.984375
 s271	    24.745	689788.562500
 s272	     1.797	64000.000000
 s273	    12.177	99055.859375
 s274	    12.194	3201031680.000000
 s275	     1.262	65536.000000
s2275	    12.584	65536.000000
 s276	    23.622	689788.562500
s1279	     1.622	689810.437500
s2710	     7.431	96003.281250
s2711	    26.915	689788.562500
s2712	    28.243	289747.562500
 s281	     6.580	32000.000000
s1281	    40.935	inf
 s291	     8.158	32000.000000
 s292	     5.495	31953.501953
 s293	     5.089	32000.000000
s2101	     0.809	1704092.000000
s2102	     6.287	256.000000
s2111	    18.197	34544940.000000
 s311	    63.339	10.950721
s31111	     9.220	10.950721
 s312	    63.356	1.030518
 s313	    31.748	1.644725
 s314	     8.106	1.000000
 s315	     1.877	54857.000000
 s316	    14.361	0.000031
