Loop 	Time(sec) 	Checksum
 s423	    14.348	2.736748
 s424	    14.980	822.364014
 s431	    37.446	1674287.625000
 s441	     7.720	196500.265625
 s451	     3.367	32007.896484
 s452	    17.777	32511.939453
 s453	    14.106	21.901442
 s471	     5.352	64004.925781
 s481	     6.184	196500.265625
 s491	     5.505	32001.640625
s4112	     4.696	1127128.875000
s4113	     5.331	32001.640625
s4114	     9.155	32000.000000
s4115	     6.349	1.038636
s4116	     5.080	0.753265
s4117	     5.320	32002.205078
s4121	     7.407	196500.265625
   va	    21.849	1.644725
  vag	     6.361	1.644725
  vas	     6.208	1.644725
  vif	     3.742	1.644725
  vpv	    33.884	1642244.625000
  vtv	    33.821	32000.000000
vpvtv	    18.434	689788.562500
vpvts	     3.566	175234766340096.000000
vpvpv	    18.425	1.644725
vtvtv	    18.421	32000.000000
vsumr	    63.329	10.950721
vdotr	    63.372	1.644725
 vbor	     3.040	31924.046875
