Loop 	Time(sec) 	Checksum
 s256	     1.209	130176.000000
 s257	     1.273	163072.000000
 s258	     0.082	14.652780
 s261	     8.845	261013.984375
 s271	    24.954	689788.562500
 s272	     2.149	64000.000000
 s273	    12.305	99055.859375
 s274	    10.305	3201031680.000000
 s275	     1.503	65536.000000
s2275	    15.169	65536.000000
 s276	    21.351	689788.562500
s1279	     2.168	689810.437500
s2710	     6.211	96003.281250
s2711	    27.039	689788.562500
s2712	    28.264	289747.562500
 s281	     6.682	32000.000000
s1281	    36.602	inf
 s291	     8.524	32000.000000
 s292	     5.615	31953.501953
 s293	     7.601	32000.000000
s2101	     0.768	1704092.000000
s2102	     8.227	256.000000
s2111	    18.235	34544940.000000
 s311	    63.487	10.950721
s31111	     9.174	10.950721
 s312	    63.450	1.030518
 s313	    31.806	1.644725
 s314	    10.742	1.000000
 s315	     2.346	54857.000000
 s316	    16.545	0.000031
