Loop 	Time(sec) 	Checksum
 s000	     5.008	512066944.000000
 s111	     4.308	32000.410156
s1111	    15.246	16005.822266
 s112	    10.734	84644.898438
s1112	     8.079	32001.640625
 s113	    10.053	32000.640625
s1113	     5.003	32001.640625
 s114	     5.705	919.869873
 s115	    31.463	31745.953125
s1115	     8.213	0.065485
 s116	    66.277	32000.000000
 s118	     6.108	84488.515625
 s119	     9.296	86343.289062
s1119	     9.216	119107.445312
 s121	    11.427	32009.023438
 s122	     6.348	196490.187500
 s123	     6.211	32003.283203
 s124	     6.980	32001.640625
 s125	     6.293	131072.000000
 s126	     1.076	66949.914062
 s127	    10.319	32003.283203
 s128	     9.432	80000.000000
 s131	    18.599	32009.023438
 s132	    18.170	65538.562500
 s141	     6.320	32454472.000000
 s151	    30.414	32009.023438
 s152	    11.533	152207.562500
 s162	     4.984	32009.023438
 s171	     4.547	196500.265625
 s172	     6.480	196500.265625
