Loop 	Time(sec) 	Checksum
 s256	     1.145	130176.000000
 s257	     1.178	163072.000000
 s258	     0.097	14.652780
 s261	     9.855	261013.984375
 s271	    27.881	689788.562500
 s272	     1.791	64000.000000
 s273	    13.409	99055.859375
 s274	    12.481	3201031680.000000
 s275	     1.265	65536.000000
s2275	    12.578	65536.000000
 s276	    25.437	689788.562500
s1279	     1.616	689810.437500
s2710	     7.709	96003.281250
s2711	    29.646	689788.562500
s2712	    31.024	289747.562500
 s281	     7.385	32000.000000
s1281	    40.581	inf
 s291	     8.168	32000.000000
 s292	     5.965	31953.501953
 s293	     5.069	32000.000000
s2101	     0.833	1704092.000000
s2102	     6.366	256.000000
s2111	    18.229	34544940.000000
 s311	    63.450	10.950721
s31111	     9.337	10.950721
 s312	    63.451	1.030518
 s313	    31.746	1.644725
 s314	     8.069	1.000000
 s315	     1.869	54857.000000
 s316	    14.318	0.000031
