Loop 	Time(sec) 	Checksum
 s000	     5.048	512066944.000000
 s111	     4.301	32000.410156
s1111	    15.568	16005.822266
 s112	    10.759	84644.898438
s1112	     8.088	32001.640625
 s113	    10.075	32000.640625
s1113	     5.001	32001.640625
 s114	     5.960	919.869873
 s115	    31.067	31745.953125
s1115	     8.623	0.065485
 s116	    67.648	32000.000000
 s118	     6.127	84488.515625
 s119	     9.187	86343.289062
s1119	     9.159	119107.445312
 s121	    11.362	32009.023438
 s122	     6.368	196490.187500
 s123	     6.177	32003.283203
 s124	     6.750	32001.640625
 s125	     5.704	131072.000000
 s126	     1.175	66949.914062
 s127	    10.727	32003.283203
 s128	     9.403	80000.000000
 s131	    18.620	32009.023438
 s132	    16.655	65538.562500
 s141	     6.514	32454472.000000
 s151	    30.548	32009.023438
 s152	    11.561	152207.562500
 s162	     4.970	32009.023438
 s171	     4.538	196500.265625
 s172	     6.524	196500.265625
