Loop 	Time(sec) 	Checksum
 s317	   123.962	0.000000
 s319	    26.100	43.803417
s3110	     2.081	514.000000
s13110	     2.081	514.000000
s3111	     3.177	10.950721
s3112	     6.387	1.644725
s3113	     7.860	2.000000
 s321	     9.164	32000.000000
 s322	     5.990	32000.000000
 s323	     6.371	146472.437500
 s331	     1.620	32000.000000
 s341	     4.095	10.950721
 s342	     4.608	10.950721
 s343	     0.812	1567.932129
 s351	    56.237	25606707200.000000
s1351	    39.760	32008.869141
 s352	    37.699	1.644725
 s353	     7.911	3200838400.000000
 s421	    15.634	32009.023438
s1421	    14.271	16000.000000
 s422	    28.554	257.660736
