Loop 	Time(sec) 	Checksum
 s423	    14.387	2.736748
 s424	    15.026	822.364014
 s431	    37.469	1674287.625000
 s441	     7.742	196500.265625
 s451	     3.393	32007.896484
 s452	    17.779	32511.939453
 s453	    14.119	21.901442
 s471	     5.362	64004.925781
 s481	     6.187	196500.265625
 s491	     5.498	32001.640625
s4112	     4.574	1127128.875000
s4113	     5.204	32001.640625
s4114	     8.830	32000.000000
s4115	     6.355	1.038636
s4116	     5.088	0.753265
s4117	     5.318	32002.205078
s4121	     7.406	196500.265625
   va	    21.762	1.644725
  vag	     6.186	1.644725
  vas	     6.162	1.644725
  vif	     3.742	1.644725
  vpv	    33.994	1642244.625000
  vtv	    33.795	32000.000000
vpvtv	    18.422	689788.562500
vpvts	     3.560	175234766340096.000000
vpvpv	    18.445	1.644725
vtvtv	    18.415	32000.000000
vsumr	    63.414	10.950721
vdotr	    63.460	1.644725
 vbor	     3.045	31924.046875
