Loop 	Time(sec) 	Checksum
 s000	     5.021	512066944.000000
 s111	     4.305	32000.410156
s1111	    15.448	16005.822266
 s112	    10.756	84644.898438
s1112	     8.099	32001.640625
 s113	    10.071	32000.640625
s1113	     5.021	32001.640625
 s114	     5.711	919.869873
 s115	    28.621	31745.953125
s1115	     8.305	0.065485
 s116	    67.696	32000.000000
 s118	     6.004	84488.515625
 s119	     9.171	86343.289062
s1119	     9.155	119107.445312
 s121	    11.408	32009.023438
 s122	     6.393	196490.187500
 s123	     6.126	32003.283203
 s124	     6.574	32001.640625
 s125	     5.553	131072.000000
 s126	     1.122	66949.914062
 s127	    10.672	32003.283203
 s128	     9.411	80000.000000
 s131	    18.632	32009.023438
 s132	    16.547	65538.562500
 s141	     6.192	32454472.000000
 s151	    30.598	32009.023438
 s152	    11.561	152207.562500
 s162	     4.957	32009.023438
 s171	     4.562	196500.265625
 s172	     6.513	196500.265625
