Loop 	Time(sec) 	Checksum
 s256	     1.137	130176.000000
 s257	     1.220	163072.000000
 s258	     0.085	14.652780
 s261	     8.715	261013.984375
 s271	    24.731	689788.562500
 s272	     1.822	64000.000000
 s273	    11.755	99055.859375
 s274	    11.435	3201031680.000000
 s275	     1.327	65536.000000
s2275	    13.240	65536.000000
 s276	    20.976	689788.562500
s1279	     1.647	689810.437500
s2710	     7.006	96003.281250
s2711	    26.829	689788.562500
s2712	    28.203	289747.562500
 s281	     6.599	32000.000000
s1281	    36.577	inf
 s291	     8.209	32000.000000
 s292	     5.520	31953.501953
 s293	     5.262	32000.000000
s2101	     0.806	1704092.000000
s2102	     6.086	256.000000
s2111	    18.208	34544940.000000
 s311	    63.447	10.950721
s31111	     9.156	10.950721
 s312	    63.353	1.030518
 s313	    31.699	1.644725
 s314	     8.248	1.000000
 s315	     1.903	54857.000000
 s316	    14.560	0.000031
