Loop 	Time(sec) 	Checksum
 s317	   123.952	0.000000
 s319	    26.157	43.803417
s3110	     2.021	514.000000
s13110	     2.011	514.000000
s3111	     3.175	10.950721
s3112	     6.377	1.644725
s3113	     7.863	2.000000
 s321	     9.170	32000.000000
 s322	     5.994	32000.000000
 s323	     6.379	146472.437500
 s331	     1.624	32000.000000
 s341	     4.097	10.950721
 s342	     4.601	10.950721
 s343	     0.918	1567.932129
 s351	    56.597	25606707200.000000
s1351	    39.370	32008.869141
 s352	    38.281	1.644725
 s353	     7.843	3200838400.000000
 s421	    15.660	32009.023438
s1421	    14.290	16000.000000
 s422	    28.551	257.660736
