Loop 	Time(sec) 	Checksum
 s173	    18.668	32001.626953
 s174	    18.648	32001.626953
 s175	     6.399	32009.023438
 s176	     4.961	32063.902344
 s211	    10.437	63983.308594
 s212	     7.956	132018.859375
s1213	     7.414	132016.171875
 s221	     5.236	1543684096.000000
s1221	     3.405	630439296.000000
 s222	     6.982	32000.000000
 s231	     8.635	119107.445312
 s232	     3.701	65536.000000
s1232	     5.384	33956.261719
 s233	    18.727	504920.187500
s2233	    13.441	337652.718750
 s235	    18.690	160024.046875
 s241	    21.102	64000.000000
 s242	     3.519	1535966208.000000
 s243	    16.795	810659.437500
 s244	    14.697	70110.828125
s1244	    13.464	108527.601562
s2244	     6.706	70110.859375
 s251	    20.994	32004.367188
s1251	    32.452	400005.843750
s2251	     8.333	2.635389
s3251	    10.918	12.595580
 s252	     4.787	63999.000000
 s253	    10.607	3200845824.000000
 s254	    15.642	32000.000000
 s255	     4.652	31953.501953
