Loop 	Time(sec) 	Checksum
 s256	     1.204	130176.000000
 s257	     1.283	163072.000000
 s258	     0.083	14.652780
 s261	     9.197	261013.984375
 s271	    24.875	689788.562500
 s272	     2.592	64000.000000
 s273	    12.821	99055.859375
 s274	    12.149	3201031680.000000
 s275	     1.530	65536.000000
s2275	    15.065	65536.000000
 s276	    23.364	689788.562500
s1279	     2.756	689810.437500
s2710	     6.151	96003.281250
s2711	    27.206	689788.562500
s2712	    28.102	289747.562500
 s281	     6.889	32000.000000
s1281	    37.308	inf
 s291	     8.883	32000.000000
 s292	     5.671	31953.501953
 s293	    10.625	32000.000000
s2101	     0.778	1704092.000000
s2102	     8.317	256.000000
s2111	    18.250	34544940.000000
 s311	    63.446	10.950721
s31111	     9.194	10.950721
 s312	    63.476	1.030518
 s313	    31.776	1.644725
 s314	    13.313	1.000000
 s315	     2.819	54857.000000
 s316	    17.837	0.000031
