Loop 	Time(sec) 	Checksum
 s000	     5.023	512066944.000000
 s111	     4.295	32000.410156
s1111	    15.456	16005.822266
 s112	    10.764	84644.898438
s1112	     8.096	32001.640625
 s113	    10.076	32000.640625
s1113	     5.006	32001.640625
 s114	     5.556	919.869873
 s115	    29.712	31745.953125
s1115	     8.254	0.065485
 s116	    67.500	32000.000000
 s118	     5.944	84488.515625
 s119	     9.180	86343.289062
s1119	     9.129	119107.445312
 s121	    11.386	32009.023438
 s122	     6.384	196490.187500
 s123	     6.288	32003.283203
 s124	     6.535	32001.640625
 s125	     5.560	131072.000000
 s126	     1.097	66949.914062
 s127	    10.498	32003.283203
 s128	     9.358	80000.000000
 s131	    18.641	32009.023438
 s132	    16.586	65538.562500
 s141	     6.084	32454472.000000
 s151	    30.475	32009.023438
 s152	    11.499	152207.562500
 s162	     4.956	32009.023438
 s171	     4.554	196500.265625
 s172	     6.525	196500.265625
