Loop 	Time(sec) 	Checksum
 s256	     1.169	130176.000000
 s257	     1.202	163072.000000
 s258	     0.083	14.652780
 s261	     8.637	261013.984375
 s271	    24.784	689788.562500
 s272	     1.834	64000.000000
 s273	    11.753	99055.859375
 s274	    11.347	3201031680.000000
 s275	     1.337	65536.000000
s2275	    13.340	65536.000000
 s276	    20.959	689788.562500
s1279	     1.666	689810.437500
s2710	     6.580	96003.281250
s2711	    26.832	689788.562500
s2712	    28.196	289747.562500
 s281	     6.597	32000.000000
s1281	    36.603	inf
 s291	     8.302	32000.000000
 s292	     5.515	31953.501953
 s293	     5.244	32000.000000
s2101	     0.775	1704092.000000
s2102	     6.080	256.000000
s2111	    18.214	34544940.000000
 s311	    63.413	10.950721
s31111	     9.165	10.950721
 s312	    63.439	1.030518
 s313	    31.750	1.644725
 s314	     8.279	1.000000
 s315	     1.907	54857.000000
 s316	    14.582	0.000031
