Loop 	Time(sec) 	Checksum
 s000	     5.232	512066944.000000
 s111	     4.396	32000.410156
s1111	    13.159	16005.822266
 s112	    11.328	84644.898438
s1112	     8.693	32001.640625
 s113	    11.116	32000.640625
s1113	     5.265	32001.640625
 s114	     6.018	919.869873
 s115	    28.703	31745.953125
s1115	     8.110	0.065485
 s116	    52.900	32000.000000
 s118	     5.946	84488.515625
 s119	     9.394	86343.289062
s1119	     9.245	119107.445312
 s121	    11.942	32009.023438
 s122	     6.344	196490.187500
 s123	     5.521	32003.283203
 s124	     6.568	32001.640625
 s125	     5.645	131072.000000
 s126	     1.092	66949.914062
 s127	     9.568	32003.283203
 s128	     8.743	80000.000000
 s131	    19.111	32009.023438
 s132	    17.034	65538.562500
 s141	     6.274	32454472.000000
 s151	    30.469	32009.023438
 s152	    11.598	152207.562500
 s162	     5.002	32009.023438
 s171	     5.212	196500.265625
 s172	     6.495	196500.265625
