Loop 	Time(sec) 	Checksum
 s173	    18.632	32001.626953
 s174	    18.619	32001.626953
 s175	     6.372	32009.023438
 s176	     4.936	32063.902344
 s211	    11.032	63983.308594
 s212	     9.094	132018.859375
s1213	     8.272	132016.171875
 s221	     5.449	1543684096.000000
s1221	     3.383	630439296.000000
 s222	     7.245	32000.000000
 s231	     9.041	119107.445312
 s232	     3.726	65536.000000
s1232	     5.533	33956.261719
 s233	    19.519	504920.187500
s2233	    14.150	337652.718750
 s235	    19.609	160024.046875
 s241	    22.179	64000.000000
 s242	     3.522	1535966208.000000
 s243	    17.030	810659.437500
 s244	    14.925	70110.828125
s1244	    13.953	108527.601562
s2244	     7.738	70110.859375
 s251	    21.083	32004.367188
s1251	    35.899	400005.843750
s2251	     9.435	2.635389
s3251	    11.594	12.595580
 s252	     4.751	63999.000000
 s253	    11.250	3200845824.000000
 s254	    15.648	32000.000000
 s255	     4.610	31953.501953
