Loop 	Time(sec) 	Checksum
 s256	     1.167	130176.000000
 s257	     1.256	163072.000000
 s258	     0.083	14.652780
 s261	     8.688	261013.984375
 s271	    24.817	689788.562500
 s272	     1.933	64000.000000
 s273	    12.132	99055.859375
 s274	    10.483	3201031680.000000
 s275	     1.515	65536.000000
s2275	    15.104	65536.000000
 s276	    21.084	689788.562500
s1279	     1.883	689810.437500
s2710	     6.275	96003.281250
s2711	    26.946	689788.562500
s2712	    28.136	289747.562500
 s281	     6.629	32000.000000
s1281	    36.661	inf
 s291	     8.435	32000.000000
 s292	     5.622	31953.501953
 s293	     5.624	32000.000000
s2101	     0.794	1704092.000000
s2102	     7.318	256.000000
s2111	    18.190	34544940.000000
 s311	    63.436	10.950721
s31111	     9.170	10.950721
 s312	    63.461	1.030518
 s313	    31.758	1.644725
 s314	     8.986	1.000000
 s315	     2.034	54857.000000
 s316	    15.179	0.000031
