Loop 	Time(sec) 	Checksum
 s000	     5.000	512066944.000000
 s111	     4.309	32000.410156
s1111	    15.281	16005.822266
 s112	    10.701	84644.898438
s1112	     8.053	32001.640625
 s113	    10.011	32000.640625
s1113	     4.989	32001.640625
 s114	     6.151	919.869873
 s115	    31.762	31745.953125
s1115	     8.208	0.065485
 s116	    67.521	32000.000000
 s118	     6.140	84488.515625
 s119	     9.231	86343.289062
s1119	     9.201	119107.445312
 s121	    11.385	32009.023438
 s122	     6.349	196490.187500
 s123	     6.398	32003.283203
 s124	     6.920	32001.640625
 s125	     6.139	131072.000000
 s126	     1.071	66949.914062
 s127	    10.514	32003.283203
 s128	     9.466	80000.000000
 s131	    18.599	32009.023438
 s132	    16.695	65538.562500
 s141	     6.609	32454472.000000
 s151	    30.554	32009.023438
 s152	    11.530	152207.562500
 s162	     4.969	32009.023438
 s171	     4.552	196500.265625
 s172	     6.513	196500.265625
