Loop 	Time(sec) 	Checksum
 s000	     5.241	512066944.000000
 s111	     4.403	32000.410156
s1111	    13.177	16005.822266
 s112	    11.343	84644.898438
s1112	     8.706	32001.640625
 s113	    11.115	32000.640625
s1113	     5.265	32001.640625
 s114	     5.742	919.869873
 s115	    28.738	31745.953125
s1115	     8.461	0.065485
 s116	    52.919	32000.000000
 s118	     5.937	84488.515625
 s119	     9.382	86343.289062
s1119	     9.244	119107.445312
 s121	    11.946	32009.023438
 s122	     6.349	196490.187500
 s123	     5.520	32003.283203
 s124	     6.570	32001.640625
 s125	     5.626	131072.000000
 s126	     1.127	66949.914062
 s127	     9.556	32003.283203
 s128	     8.730	80000.000000
 s131	    19.125	32009.023438
 s132	    17.027	65538.562500
 s141	     6.459	32454472.000000
 s151	    30.472	32009.023438
 s152	    11.633	152207.562500
 s162	     5.007	32009.023438
 s171	     5.217	196500.265625
 s172	     6.503	196500.265625
