Loop 	Time(sec) 	Checksum
 s317	   128.238	0.000000
 s319	    26.855	43.803417
s3110	     2.010	514.000000
s13110	     2.011	514.000000
s3111	     3.286	10.950721
s3112	     6.606	1.644725
s3113	     8.143	2.000000
 s321	     9.483	32000.000000
 s322	     6.194	32000.000000
 s323	     6.616	146472.437500
 s331	     1.681	32000.000000
 s341	     4.261	10.950721
 s342	     4.754	10.950721
 s343	     0.932	1567.932129
 s351	    57.392	25606707200.000000
s1351	    40.044	32008.869141
 s352	    38.284	1.644725
 s353	     7.934	3200838400.000000
 s421	    15.702	32009.023438
s1421	    14.293	16000.000000
 s422	    29.094	257.660736
