Loop 	Time(sec) 	Checksum
 s000	     5.018	512066944.000000
 s111	     4.315	32000.410156
s1111	    15.567	16005.822266
 s112	    10.752	84644.898438
s1112	     8.077	32001.640625
 s113	    10.067	32000.640625
s1113	     4.999	32001.640625
 s114	     6.277	919.869873
 s115	    30.890	31745.953125
s1115	     8.841	0.065485
 s116	    67.701	32000.000000
 s118	     6.184	84488.515625
 s119	     9.193	86343.289062
s1119	     9.172	119107.445312
 s121	    11.343	32009.023438
 s122	     6.363	196490.187500
 s123	     6.178	32003.283203
 s124	     6.749	32001.640625
 s125	     5.699	131072.000000
 s126	     1.159	66949.914062
 s127	    10.722	32003.283203
 s128	     9.406	80000.000000
 s131	    18.632	32009.023438
 s132	    16.660	65538.562500
 s141	     6.542	32454472.000000
 s151	    30.517	32009.023438
 s152	    11.557	152207.562500
 s162	     4.971	32009.023438
 s171	     4.501	196500.265625
 s172	     6.523	196500.265625
