Loop 	Time(sec) 	Checksum
 s000	     6.145	512066944.000000
 s111	     4.788	32000.410156
s1111	    13.011	16005.822266
 s112	    12.488	84644.898438
s1112	     9.869	32001.640625
 s113	    13.603	32000.640625
s1113	     6.025	32001.640625
 s114	     5.874	919.869873
 s115	    29.428	31745.953125
s1115	     8.243	0.065485
 s116	    52.190	32000.000000
 s118	     6.295	84488.515625
 s119	     9.857	86343.289062
s1119	     9.473	119107.445312
 s121	    12.575	32009.023438
 s122	     6.373	196490.187500
 s123	     5.494	32003.283203
 s124	     6.647	32001.640625
 s125	     5.736	131072.000000
 s126	     1.103	66949.914062
 s127	     9.786	32003.283203
 s128	     8.766	80000.000000
 s131	    19.716	32009.023438
 s132	    17.921	65538.562500
 s141	     6.753	32454472.000000
 s151	    30.548	32009.023438
 s152	    11.993	152207.562500
 s162	     5.124	32009.023438
 s171	     6.225	196500.265625
 s172	     6.500	196500.265625
