papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_11_4.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 5779
Session id                    : 26828
Parent process id             : 5778
Num. of threads               : 1
Start                         : Thu Nov 14 17:11:51 2019
Finish                        : Thu Nov 14 17:19:42 2019
7996             [PROCESS] Memory resident max KB
364              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
456              [PROCESS] Memory stack (at exit) KB
4292             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
470846038        [PROCESS] Wallclock usecs
470845507        Real usecs
1502949946107    Real cycles
470843006        Virtual usecs
2165877823000    Virtual cycles
6631630542738    PAPI_TOT_INS
2352718057634    PAPI_LST_INS
63045314426      PAPI_BR_INS
1953413262590    PAPI_LD_INS
399304795044     PAPI_SR_INS
2106558823385    PAPI_TOT_CYC
370626086810     PAPI_RES_STL
46187856205      PAPI_L1_DCM
3998621          PAPI_L1_ICM
808699           PAPI_TLB_DM
863645           PAPI_TLB_IM
59561121241      PAPI_L2_DCM
3662121          PAPI_L2_ICM
702470090        PAPI_STL_ICY
1113583491449    PAPI_FUL_ICY
47765130740      PAPI_BR_CN
17617783         PAPI_BR_MSP
6757398749       PAPI_L2_DCA
3998621          PAPI_L2_ICA

1                [LABEL] s423
1                [s423] Measurements
45829694574      [s423] Real cycles
259258594421     [s423] PAPI_TOT_INS
94182731491      [s423] PAPI_LST_INS
1166778181       [s423] PAPI_BR_INS
80224504751      [s423] PAPI_LD_INS
13958226740      [s423] PAPI_SR_INS
65271493018      [s423] PAPI_TOT_CYC
120559439        [s423] PAPI_RES_STL
1604131622       [s423] PAPI_L1_DCM
222628           [s423] PAPI_L1_ICM
212479           [s423] PAPI_TLB_DM
37               [s423] PAPI_TLB_IM
1534779260       [s423] PAPI_L2_DCM
133867           [s423] PAPI_L2_ICM
29959852         [s423] PAPI_STL_ICY
47176371482      [s423] PAPI_FUL_ICY
1162929166       [s423] PAPI_BR_CN
633311           [s423] PAPI_BR_MSP
25107075         [s423] PAPI_L2_DCA
222628           [s423] PAPI_L2_ICA

2                [LABEL] s424
1                [s424] Measurements
47847990966      [s424] Real cycles
